,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2018-01-02,AAPL,42.540000915527344,43.07500076293945,42.314998626708984,40.776519775390625,102223600.0,1.0,0.1007008275374232,41.79064737283418,39.61659215963652,54.88509097141875,-26.206852952691705,2.047009099006066,40.72902603149414,39.73215713500976,9.770000457763672,87.99438605857668
1,2018-01-02,AMGN,175.35000610351562,177.82000732421875,174.4199981689453,148.734130859375,2301100.0,1.0,0.3249685042964358,150.30249012476264,146.0775956296319,52.06690107299026,43.217539978030466,1.0055821927564277,146.79639587402343,147.63422317504882,9.770000457763672,87.99438605857668
2,2018-01-02,AXP,99.7300033569336,99.7300033569336,98.22000122070312,90.79888153076172,2746700.0,1.0,0.8389758917412706,91.72098758112224,89.49960796941485,61.22040662648981,54.83951368958444,8.98719200958705,89.4761568705241,87.71567204793294,9.770000457763672,87.99438605857668
3,2018-01-02,BA,295.75,296.989990234375,295.3999938964844,282.8863830566406,2978900.0,1.0,6.566992423011982,290.9524473864438,263.01374218875156,69.76671218089135,77.2430076493372,43.3322821701598,269.6610961914063,258.77274220784506,9.770000457763672,87.99438605857668
4,2018-01-02,CAT,158.3000030517578,159.38999938964844,156.02999877929688,135.98939514160156,5108400.0,1.0,4.423927189913968,140.5476373175951,118.20375428396738,74.42782425731895,124.90223183918172,60.49542787538184,126.16949869791668,121.00515874226888,9.770000457763672,87.99438605857668
5,2018-01-02,CRM,102.87999725341795,104.6999969482422,102.2699966430664,104.41000366210938,4669200.0,1.0,-0.1222856535646741,106.05459347918504,100.5894082908345,55.03918235571243,-22.190969519938584,1.7286132881557004,104.29633433024088,102.403000386556,9.770000457763672,87.99438605857668
6,2018-01-02,CSCO,38.66999816894531,38.95000076293945,38.43000030517578,32.40703582763672,20135700.0,1.0,0.5342839426296351,32.59991386270999,31.025791093344704,68.41358371334371,104.42126890159702,41.56630089081011,31.46523729960124,29.94884999593099,9.770000457763672,87.99438605857668
7,2018-01-02,CVX,125.70999908447266,127.73999786376952,125.54000091552734,99.61994934082033,5626000.0,1.0,1.8330293070435744,99.6949670512479,90.81433089186731,71.55733329201138,171.52957856289285,58.761900059164795,93.81906916300456,92.3354284922282,9.770000457763672,87.99438605857668
8,2018-01-02,DIS,108.9499969482422,111.80999755859376,108.55999755859376,108.72605895996094,11014300.0,1.0,1.5247291298184535,109.89676565284606,100.7763193691266,62.80096345020039,99.7446412877152,42.34891691308023,103.54276631673176,99.92578315734865,9.770000457763672,87.99438605857668
9,2018-01-02,GS,257.7699890136719,257.9100036621094,253.9199981689453,225.7738800048828,2258300.0,1.0,3.021357773560851,232.21499988681748,217.4536310946278,58.21132020591681,56.43792821160791,17.370886372450116,220.35293426513672,216.522726949056,9.770000457763672,87.99438605857668
10,2018-01-02,HD,190.2100067138672,190.72000122070312,188.0099945068359,163.6592559814453,4684700.0,1.0,3.717780732810354,167.01726719222643,155.71170772232438,68.8271441539066,93.66143506602656,41.69586399864321,157.9886932373047,150.4367680867513,9.770000457763672,87.99438605857668
11,2018-01-02,HON,147.4286651611328,147.6011962890625,146.3647918701172,131.0626983642578,2987743.0,1.0,0.92579328551696,132.29436865834174,130.03135613413872,60.586180504409434,21.314904125332955,34.34247453599627,130.33706130981446,126.7035685221354,9.770000457763672,87.99438605857668
12,2018-01-02,IBM,147.70555114746094,148.0019073486328,146.7877655029297,111.80015563964844,4395815.0,1.0,0.2453885136557545,113.47110539691704,109.62399653179388,55.02547739245438,42.98775637891475,16.34006944042168,111.13091379801432,110.09584935506184,9.770000457763672,87.99438605857668
13,2018-01-02,INTC,46.380001068115234,46.900001525878906,46.209999084472656,39.98818588256836,23370800.0,1.0,0.59053554317898,41.219388338995266,35.74400048546763,63.124820773428766,109.69324367534392,28.76648529187515,38.35167299906413,37.463705698649086,9.770000457763672,87.99438605857668
14,2018-01-02,JNJ,139.66000366210938,139.9499969482422,138.72000122070312,119.3429718017578,6842100.0,1.0,0.1714855459011346,122.63388392475638,118.8438428208491,51.38053909925799,-49.45064951786112,4.964335790060106,119.99678522745768,119.36632080078124,9.770000457763672,87.99438605857668
15,2018-01-02,JPM,107.62999725341795,108.0199966430664,106.80999755859376,90.68124389648438,13578800.0,1.0,1.3308995249287676,91.14300773855116,87.6775656867418,62.993292603626635,75.37422696616792,26.765602935638498,87.7582280476888,85.39130274454753,9.770000457763672,87.99438605857668
16,2018-01-02,KO,45.90999984741211,45.939998626708984,45.5099983215332,37.95571517944336,10872200.0,1.0,-0.0016008576888921,38.76652787466675,37.659974734586186,49.080579616442094,-37.54656686473831,9.475722122001546,38.10697313944499,38.14816837310791,9.770000457763672,87.99438605857668
17,2018-01-02,MCD,173.72999572753906,174.47999572753906,172.66000366210938,151.39039611816406,3696900.0,1.0,0.8538741741441243,152.6024819083054,149.3427680306594,59.44962853759456,70.94302457317285,20.715523304566748,149.8147404988607,146.91032079060872,9.770000457763672,87.99438605857668
18,2018-01-02,MMM,235.77999877929688,237.07000732421875,232.80999755859375,190.67434692382812,2931000.0,1.0,0.5705713429521211,194.8061376888287,189.33501221351503,57.1677536858701,-39.05070468434371,4.927623896064656,191.33386840820313,186.5760782877604,9.770000457763672,87.99438605857668
19,2018-01-02,MRK,53.99809265136719,54.15076446533203,53.48282241821289,44.98691940307617,10556504.0,1.0,0.0964069597069468,45.95239175860941,43.57091527874411,45.466728151867606,57.83738350153981,2.070826939197157,44.341839981079104,45.810292116800944,9.770000457763672,87.99438605857668
20,2018-01-02,MSFT,86.12999725341797,86.30999755859375,85.5,80.391845703125,22483800.0,1.0,0.7379085334902129,82.33644516732106,76.37642256949535,61.11853491167946,80.76743071829164,18.492283674289,78.9545529683431,77.05673103332519,9.770000457763672,87.99438605857668
21,2018-01-02,NKE,62.849998474121094,63.4900016784668,62.849998474121094,59.8576545715332,6511000.0,1.0,1.163947841498711,62.335233548781005,56.09125990519848,63.210253019231345,59.26311175495986,1.013033706524307,58.15261166890462,54.535036150614424,9.770000457763672,87.99438605857668
22,2018-01-02,PG,91.91999816894533,91.93000030517578,90.5500030517578,77.15388488769531,7558900.0,1.0,0.4972836668785589,79.01702797126677,76.43547218132113,51.33308676409891,26.857753182372495,3.6296392369738086,77.07557042439778,76.34525197347006,9.770000457763672,87.99438605857668
23,2018-01-02,TRV,136.3000030517578,136.3000030517578,131.4600067138672,115.44901275634766,2388800.0,1.0,0.4991417814840559,119.40120451091768,115.75739000202178,50.5000792300895,-12.041555121044784,16.2487295647972,116.6673952738444,115.461265818278,9.770000457763672,87.99438605857668
24,2018-01-02,UNH,221.02000427246097,222.4499969482422,220.0,203.19631958007812,3485000.0,1.0,1.4742622297362402,206.07148486672136,201.0726923793724,58.24805502224779,24.46519506699644,35.75189191197421,201.7778030395508,195.26472981770831,9.770000457763672,87.99438605857668
25,2018-01-02,V,114.56999969482422,115.08000183105467,113.9499969482422,110.1723175048828,6080900.0,1.0,0.8407506699370657,111.77751724077264,104.54833114789923,59.05341531370594,118.95284608198044,10.694534160528365,107.80100708007812,106.53439254760742,9.770000457763672,87.99438605857668
26,2018-01-02,VZ,53.15999984741211,53.56999969482422,52.79999923706055,39.690181732177734,16045300.0,1.0,0.8872418002820126,40.36151727360935,37.432128203685565,64.52209577953532,74.38311264978395,42.808834032056545,37.805151494344074,36.48807684580485,9.770000457763672,87.99438605857668
27,2018-01-02,WBA,73.27999877929688,75.19000244140625,72.97000122070312,59.744163513183594,6605000.0,1.0,0.6211131295884655,59.41412433682689,55.52744937838307,56.02031018257632,192.48726882951513,37.701271396875285,57.24706141153971,55.75260601043701,9.770000457763672,87.99438605857668
28,2018-01-02,WMT,99.3000030517578,99.79000091552734,98.5199966430664,88.95240783691406,10150500.0,1.0,1.2588718010322424,90.04835478156296,86.46954911858352,65.85014508110393,112.48958940876526,38.71573928729164,87.85986658732097,83.37768389383952,9.770000457763672,87.99438605857668
29,2018-01-03,AAPL,43.13249969482422,43.63750076293945,42.9900016784668,40.7694206237793,118071600.0,2.0,0.097252029031793,41.79277009100359,39.67199049859602,54.84428224237349,32.02815957909118,8.972580382927342,40.74543825785319,39.801144727071126,9.149999618530272,62.303147195989055
30,2018-01-03,AMGN,176.91000366210938,181.44000244140625,175.75999450683594,151.540771484375,3084000.0,2.0,0.5975857935893885,150.70755640427114,145.8111813886976,56.17263323387996,113.97776647480772,19.399161403673745,147.08602193196614,147.57514470418295,9.149999618530272,62.303147195989055
31,2018-01-03,AXP,99.23999786376952,99.76000213623048,99.0199966430664,91.35871887207033,2976400.0,2.0,0.8302560750789212,91.81179556057094,89.49690271213413,62.69626570451375,71.90844979339673,9.338734996225602,89.6554178873698,87.83803443908691,9.149999618530272,62.303147195989055
32,2018-01-03,BA,295.94000244140625,298.5,295.4700012207031,283.8013000488281,3211200.0,2.0,6.386842402539685,290.9836775568661,264.87229473317296,70.25643400187344,77.4216603877841,47.04160727164044,270.79007517496746,259.4176432291667,9.149999618530272,62.303147195989055
33,2018-01-03,CAT,157.0399932861328,157.49000549316406,155.39999389648438,136.19723510742188,4146100.0,2.0,4.3366910066330036,141.1397464602356,118.97811929293822,74.61023727045938,107.6044846276977,54.434832264247525,126.77999623616536,121.45404891967772,9.149999618530272,62.303147195989055
34,2018-01-03,CRM,104.9000015258789,106.13999938964844,104.62000274658205,105.29000091552734,3888700.0,2.0,0.0381750199624093,105.92489592932267,101.26310608483747,56.610346260017806,53.98528051210923,10.881931624506842,104.22000096638996,102.55250040690105,9.149999618530272,62.303147195989055
35,2018-01-03,CSCO,38.720001220703125,39.279998779296875,38.529998779296875,32.665565490722656,29536000.0,2.0,0.546710213112803,32.727944267104355,31.01868334977797,69.76341663429264,123.92267387791158,47.622006172515874,31.556137339274088,30.024182891845705,9.149999618530272,62.303147195989055
36,2018-01-03,CVX,127.45999908447266,128.94000244140625,126.9000015258789,100.34612274169922,5805500.0,2.0,1.9816121379428324,100.51663568837463,90.59156819956482,72.76752431710663,179.0150234922105,62.95028563124999,94.1782559712728,92.4989549001058,9.149999618530272,62.303147195989055
37,2018-01-03,DIS,112.19000244140624,113.19000244140624,111.4499969482422,109.1928482055664,9237900.0,2.0,1.6846166239289315,110.34063835898012,100.61832083901793,63.42571068176576,130.86381449943988,47.42714305485827,103.856090037028,100.1366315205892,9.149999618530272,62.303147195989055
38,2018-01-03,GS,255.47999572753903,256.1400146484375,253.22000122070312,223.6721954345703,2988200.0,2.0,2.6304736758982585,232.17115598771895,217.73060182478105,55.982064975730616,38.16236445819929,14.260871494876543,220.8243637084961,216.641067759196,9.149999618530272,62.303147195989055
